m,n,k,time_collapse2,time_nocollapse,time_collapse3,error_collapse2_vs_nocollapse,error_collapse3_vs_collapse2,error_collapse3_vs_nocollapse
100,100,100,0.1687529087066650,1.9192695617675781E-004
32.10873073607097,1.9097328186035156E-004,0.000000000000000,32.10873073607097,32.10873073607097
250,100,100,0.1348791122436523,3.4284591674804688E-004
33.16187961585748,3.9696693420410156E-004,0.000000000000000,33.16187961585748,33.16187961585748
500,100,100,0.1311869621276855,6.6184997558593750E-004
35.38368037009706,7.3218345642089844E-004,0.000000000000000,35.38368037009706,35.38368037009706
750,100,100,0.1349511146545410,1.0480880737304688E-003
32.81008556883008,1.1968612670898438E-003,0.000000000000000,32.81008556883008,32.81008556883008
1000,100,100,0.1302390098571777,1.4300346374511719E-003
34.32389427324403,1.5370845794677734E-003,0.000000000000000,34.32389427324403,34.32389427324403
1500,100,100,0.1317660808563232,2.1591186523437500E-003
34.15690197884805,2.2780895233154297E-003,0.000000000000000,34.15690197884805,34.15690197884805
2000,100,100,0.1342461109161377,2.6938915252685547E-003
34.14727782456377,3.1430721282958984E-003,0.000000000000000,34.14727782456377,34.14727782456377
3000,100,100,0.1349329948425293,3.9799213409423828E-003
35.41448955098537,4.3158531188964844E-003,0.000000000000000,35.41448955098537,35.41448955098537
5000,100,100,0.1350588798522949,6.2329769134521484E-003
35.76049355603367,7.6870918273925781E-003,0.000000000000000,35.76049355603367,35.76049355603367
7500,100,100,0.1404178142547607,8.9919567108154297E-003
35.28073042763851,1.1453866958618164E-002,0.000000000000000,35.28073042763851,35.28073042763851
10000,100,100,0.1401259899139404,1.1819124221801758E-002
35.60269476524476,1.5063047409057617E-002,0.000000000000000,35.60269476524476,35.60269476524476
100,250,100,0.1318900585174561,2.8300285339355469E-004
75.89866558347005,2.8300285339355469E-004,0.000000000000000,75.89866558347005,75.89866558347005
250,250,100,0.1325631141662598,4.7993659973144531E-004
73.79252601844095,6.3800811767578125E-004,0.000000000000000,73.79252601844095,73.79252601844095
500,250,100,0.1322259902954102,8.3494186401367188E-004
79.30170765769040,1.3470649719238281E-003,0.000000000000000,79.30170765769040,79.30170765769040
750,250,100,0.1351249217987061,1.4140605926513672E-003
76.16468267801459,1.9540786743164063E-003,0.000000000000000,76.16468267801459,76.16468267801459
1000,250,100,0.1320340633392334,1.6849040985107422E-003
78.02742948317416,2.4700164794921875E-003,0.000000000000000,78.02742948317416,78.02742948317416
1500,250,100,0.1319410800933838,2.5990009307861328E-003
79.57290479541491,3.8349628448486328E-003,0.000000000000000,79.57290479541491,79.57290479541491
2000,250,100,0.1343698501586914,3.1960010528564453E-003
76.88741234798795,5.0709247589111328E-003,0.000000000000000,76.88741234798795,76.88741234798795
3000,250,100,0.1338078975677490,4.6489238739013672E-003
78.41800460969939,7.5690746307373047E-003,0.000000000000000,78.41800460969939,78.41800460969939
5000,250,100,0.1357960700988770,7.3530673980712891E-003
80.37112690370310,1.2904167175292969E-002,0.000000000000000,80.37112690370310,80.37112690370310
7500,250,100,0.1392590999603271,1.1318922042846680E-002
79.16801795759920,1.8374204635620117E-002,0.000000000000000,79.16801795759920,79.16801795759920
10000,250,100,0.1467490196228027,1.4479875564575195E-002
79.00730436514615,2.4987936019897461E-002,0.000000000000000,79.00730436514615,79.00730436514615
100,500,100,0.1312940120697021,3.6907196044921875E-004
144.2592670832154,4.6205520629882813E-004,0.000000000000000,144.2592670832154,144.2592670832154
250,500,100,0.1314649581909180,6.7901611328125000E-004
148.3165483000542,1.1568069458007813E-003,0.000000000000000,148.3165483000542,148.3165483000542
500,500,100,0.1333470344543457,1.1150836944580078E-003
144.8553820093021,2.1100044250488281E-003,0.000000000000000,144.8553820093021,144.8553820093021
750,500,100,0.1323859691619873,1.7390251159667969E-003
144.8970945219586,3.2620429992675781E-003,0.000000000000000,144.8970945219586,144.8970945219586
1000,500,100,0.1367418766021729,2.3641586303710938E-003
144.2044579823004,4.2579174041748047E-003,0.000000000000000,144.2044579823004,144.2044579823004
1500,500,100,0.1401379108428955,3.2889842987060547E-003
148.0348427741583,6.7231655120849609E-003,0.000000000000000,148.0348427741583,148.0348427741583
2000,500,100,0.1371970176696777,4.2850971221923828E-003
146.0600723245572,8.9738368988037109E-003,0.000000000000000,146.0600723245572,146.0600723245572
3000,500,100,0.1378519535064697,6.0338973999023438E-003
147.9057311822291,1.2591838836669922E-002,0.000000000000000,147.9057311822291,147.9057311822291
5000,500,100,0.1436111927032471,1.0287046432495117E-002
144.9920166726135,2.1525144577026367E-002,0.000000000000000,144.9920166726135,144.9920166726135
7500,500,100,0.1464109420776367,1.4619827270507813E-002
148.6201942892821,3.1689167022705078E-002,0.000000000000000,148.6201942892821,148.6201942892821
10000,500,100,0.1519348621368408,1.9769191741943359E-002
147.2255618688382,4.3658018112182617E-002,0.000000000000000,147.2255618688382,147.2255618688382
100,750,100,0.1393640041351318,4.7206878662109375E-004
212.2338842165969,6.6995620727539063E-004,0.000000000000000,212.2338842165969,212.2338842165969
250,750,100,0.1348211765289307,8.8119506835937500E-004
211.0613008294904,1.4848709106445313E-003,0.000000000000000,211.0613008294904,211.0613008294904
