m,n,k,time_int,time_ext,max_error
1500,2000,1000,0.1687600612640381,4.7430038452148438E-002,0.000000000000000
2000,2000,1000,0.2003338336944580,6.4120054244995117E-002,0.000000000000000
3000,2000,1000,0.2226519584655762,9.5839977264404297E-002,0.000000000000000
5000,2000,1000,0.2766580581665039,0.1614420413970947,0.000000000000000
100,3000,1000,0.1294560432434082,7.9789161682128906E-003,0.000000000000000
250,3000,1000,0.1371018886566162,1.6806125640869141E-002,0.000000000000000
500,3000,1000,0.1437151432037354,3.0507802963256836E-002,0.000000000000000
750,3000,1000,0.1517181396484375,4.4707059860229492E-002,0.000000000000000
1000,3000,1000,0.1736960411071777,6.0693979263305664E-002,0.000000000000000
1500,3000,1000,0.1819560527801514,8.9934110641479492E-002,0.000000000000000
2000,3000,1000,0.2359428405761719,0.1204462051391602,0.000000000000000
3000,3000,1000,0.3022999763488770,0.1765007972717285,0.000000000000000
5000,3000,1000,0.4424989223480225,0.2936110496520996,0.000000000000000
100,5000,1000,0.1361200809478760,1.4410018920898438E-002,0.000000000000000
250,5000,1000,0.1449370384216309,3.0962944030761719E-002,0.000000000000000
500,5000,1000,0.1627330780029297,5.9455871582031250E-002,0.000000000000000
750,5000,1000,0.1789791584014893,8.6828947067260742E-002,0.000000000000000
1000,5000,1000,0.2278771400451660,0.1230809688568115,0.000000000000000
1500,5000,1000,0.2511529922485352,0.1652119159698486,0.000000000000000
2000,5000,1000,0.3467648029327393,0.2301378250122070,0.000000000000000
3000,5000,1000,0.4706130027770996,0.3345069885253906,0.000000000000000
5000,5000,1000,0.7287290096282959,0.5569031238555908,0.000000000000000
100,100,1500,0.1117517948150635,1.2769699096679688E-003,0.000000000000000
250,100,1500,0.1200480461120605,2.5858879089355469E-003,0.000000000000000
500,100,1500,0.1173799037933350,4.9490928649902344E-003,0.000000000000000
750,100,1500,0.1159470081329346,7.8711509704589844E-003,0.000000000000000
1000,100,1500,0.1317999362945557,1.3544082641601563E-002,0.000000000000000
1500,100,1500,0.1190700531005859,1.1281967163085938E-002,0.000000000000000
2000,100,1500,0.1292908191680908,2.2421836853027344E-002,0.000000000000000
3000,100,1500,0.1169059276580811,2.2305965423583984E-002,0.000000000000000
5000,100,1500,0.1322698593139648,3.6217927932739258E-002,0.000000000000000
100,250,1500,0.1014811992645264,1.2509822845458984E-003,0.000000000000000
250,250,1500,0.1049461364746094,2.4349689483642578E-003,0.000000000000000
500,250,1500,0.1170508861541748,6.2880516052246094E-003,0.000000000000000
750,250,1500,0.1264450550079346,1.0299205780029297E-002,0.000000000000000
1000,250,1500,0.1275711059570313,1.1209011077880859E-002,0.000000000000000
1500,250,1500,0.1145930290222168,1.3395071029663086E-002,0.000000000000000
2000,250,1500,0.1163949966430664,1.7775058746337891E-002,0.000000000000000
3000,250,1500,0.1432709693908691,3.4214973449707031E-002,0.000000000000000
5000,250,1500,0.1695659160614014,5.4418087005615234E-002,0.000000000000000
100,500,1500,0.1162300109863281,2.2408962249755859E-003,0.000000000000000
250,500,1500,0.1030681133270264,3.4790039062500000E-003,0.000000000000000
500,500,1500,0.1185741424560547,7.6220035552978516E-003,0.000000000000000
750,500,1500,0.1320600509643555,1.4075040817260742E-002,0.000000000000000
1000,500,1500,0.1271209716796875,1.4234066009521484E-002,0.000000000000000
1500,500,1500,0.1464540958404541,2.6753187179565430E-002,0.000000000000000
2000,500,1500,0.1603929996490479,3.5614013671875000E-002,0.000000000000000
3000,500,1500,0.1521570682525635,4.0734052658081055E-002,0.000000000000000
5000,500,1500,0.1767208576202393,6.6650867462158203E-002,0.000000000000000
100,750,1500,0.1196830272674561,2.7530193328857422E-003,0.000000000000000
250,750,1500,0.1170978546142578,5.3288936614990234E-003,0.000000000000000
500,750,1500,0.1282119750976563,1.0830163955688477E-002,0.000000000000000
750,750,1500,0.1371159553527832,1.3028860092163086E-002,0.000000000000000
1000,750,1500,0.1136629581451416,1.4724016189575195E-002,0.000000000000000
1500,750,1500,0.1175529956817627,2.1577119827270508E-002,0.000000000000000
2000,750,1500,0.1423449516296387,3.3012151718139648E-002,0.000000000000000
3000,750,1500,0.1699481010437012,6.1195135116577148E-002,0.000000000000000
5000,750,1500,0.1698379516601563,6.9412946701049805E-002,0.000000000000000
100,1000,1500,0.1022119522094727,3.0050277709960938E-003,0.000000000000000
250,1000,1500,0.1309709548950195,8.4269046783447266E-003,0.000000000000000
500,1000,1500,0.1429548263549805,1.4281034469604492E-002,0.000000000000000
750,1000,1500,0.1521658897399902,1.9486904144287109E-002,0.000000000000000
1000,1000,1500,0.1463620662689209,2.6030063629150391E-002,0.000000000000000
1500,1000,1500,0.1693460941314697,3.9139986038208008E-002,0.000000000000000
2000,1000,1500,0.1686279773712158,4.0967941284179688E-002,0.000000000000000
3000,1000,1500,0.2015810012817383,7.3987960815429688E-002,0.000000000000000
5000,1000,1500,0.2614920139312744,0.1219179630279541,0.000000000000000
100,1500,1500,0.1269330978393555,6.4539909362792969E-003,0.000000000000000
250,1500,1500,0.1362740993499756,1.1503934860229492E-002,0.000000000000000
500,1500,1500,0.1485369205474854,2.2379159927368164E-002,0.000000000000000
750,1500,1500,0.1547281742095947,2.9602050781250000E-002,0.000000000000000
1000,1500,1500,0.1393167972564697,3.5295963287353516E-002,0.000000000000000
1500,1500,1500,0.1738319396972656,5.8599948883056641E-002,0.000000000000000
2000,1500,1500,0.1898198127746582,8.1579923629760742E-002,0.000000000000000
3000,1500,1500,0.2535679340362549,0.1206820011138916,0.000000000000000
5000,1500,1500,0.3459489345550537,0.1906070709228516,0.000000000000000
100,2000,1500,0.1174161434173584,7.4048042297363281E-003,0.000000000000000
250,2000,1500,0.1242661476135254,1.2396097183227539E-002,0.000000000000000
500,2000,1500,0.1462979316711426,2.7670860290527344E-002,0.000000000000000
750,2000,1500,0.1307091712951660,3.3627033233642578E-002,0.000000000000000
1000,2000,1500,0.1504340171813965,4.8512935638427734E-002,0.000000000000000
1500,2000,1500,0.1899139881134033,7.9200983047485352E-002,0.000000000000000
2000,2000,1500,0.1838259696960449,8.3256959915161133E-002,0.000000000000000
3000,2000,1500,0.2637319564819336,0.1401941776275635,0.000000000000000
5000,2000,1500,0.3333370685577393,0.2202239036560059,0.000000000000000
100,3000,1500,0.1192650794982910,1.2474060058593750E-002,0.000000000000000
250,3000,1500,0.1329741477966309,3.0453920364379883E-002,0.000000000000000
500,3000,1500,0.1236259937286377,4.8599958419799805E-002,0.000000000000000
750,3000,1500,0.1625227928161621,7.9575061798095703E-002,0.000000000000000
1000,3000,1500,0.1677639484405518,9.7536087036132813E-002,0.000000000000000
1500,3000,1500,0.2511620521545410,0.1607840061187744,0.000000000000000
2000,3000,1500,0.2804379463195801,0.1949441432952881,0.000000000000000
3000,3000,1500,0.4251019954681396,0.3116569519042969,0.000000000000000
5000,3000,1500,0.6290638446807861,0.4850130081176758,0.000000000000000
100,5000,1500,0.1082820892333984,1.9991159439086914E-002,0.000000000000000
250,5000,1500,0.1345031261444092,5.0554990768432617E-002,0.000000000000000
500,5000,1500,0.2002561092376709,0.1027889251708984,0.000000000000000
750,5000,1500,0.2399158477783203,0.1464278697967529,0.000000000000000
1000,5000,1500,0.2557561397552490,0.1838328838348389,0.000000000000000
1500,5000,1500,0.3846058845520020,0.2847070693969727,0.000000000000000
2000,5000,1500,0.4779689311981201,0.3679769039154053,0.000000000000000
3000,5000,1500,0.6797399520874023,0.5499291419982910,0.000000000000000
5000,5000,1500,1.114587783813477,0.9156680107116699,0.000000000000000
100,100,2000,0.1191670894622803,2.2981166839599609E-003,0.000000000000000
250,100,2000,0.1284089088439941,3.9920806884765625E-003,0.000000000000000
500,100,2000,0.1019771099090576,4.7030448913574219E-003,0.000000000000000
750,100,2000,0.1182639598846436,9.8719596862792969E-003,0.000000000000000
1000,100,2000,0.1270849704742432,1.5930891036987305E-002,0.000000000000000
1500,100,2000,0.1523251533508301,2.6607990264892578E-002,0.000000000000000
2000,100,2000,0.1232590675354004,1.9735097885131836E-002,0.000000000000000
3000,100,2000,0.1222510337829590,2.9485940933227539E-002,0.000000000000000
5000,100,2000,0.1458709239959717,4.8567056655883789E-002,0.000000000000000
100,250,2000,0.1164190769195557,2.1371841430664063E-003,0.000000000000000
250,250,2000,0.1137969493865967,3.2680034637451172E-003,0.000000000000000
500,250,2000,0.1253740787506104,7.8248977661132813E-003,0.000000000000000
750,250,2000,0.1316890716552734,1.5584945678710938E-002,0.000000000000000
1000,250,2000,0.1336328983306885,1.9687175750732422E-002,0.000000000000000
1500,250,2000,0.1211500167846680,1.7352104187011719E-002,0.000000000000000
2000,250,2000,0.1519279479980469,4.0196895599365234E-002,0.000000000000000
3000,250,2000,0.1858398914337158,5.9921026229858398E-002,0.000000000000000
5000,250,2000,0.2236719131469727,0.1003918647766113,0.000000000000000
100,500,2000,0.1391680240631104,4.0869712829589844E-003,0.000000000000000
250,500,2000,0.1247141361236572,7.6138973236083984E-003,0.000000000000000
500,500,2000,0.1211960315704346,1.0264873504638672E-002,0.000000000000000
750,500,2000,0.1404261589050293,1.8842935562133789E-002,0.000000000000000
1000,500,2000,0.1134839057922363,1.5869855880737305E-002,0.000000000000000
1500,500,2000,0.1381909847259521,2.9059886932373047E-002,0.000000000000000
2000,500,2000,0.1706199645996094,4.6799898147583008E-002,0.000000000000000
3000,500,2000,0.1916561126708984,6.9014072418212891E-002,0.000000000000000
5000,500,2000,0.2432119846343994,0.1170868873596191,0.000000000000000
100,750,2000,0.1395609378814697,5.4628849029541016E-003,0.000000000000000
250,750,2000,0.1381058692932129,9.1938972473144531E-003,0.000000000000000
500,750,2000,0.1299161911010742,1.2406110763549805E-002,0.000000000000000
750,750,2000,0.1476597785949707,2.3032188415527344E-002,0.000000000000000
1000,750,2000,0.1578037738800049,2.9925823211669922E-002,0.000000000000000
1500,750,2000,0.1701190471649170,4.3489933013916016E-002,0.000000000000000
2000,750,2000,0.1845140457153320,5.6638002395629883E-002,0.000000000000000
3000,750,2000,0.2039859294891357,8.1903934478759766E-002,0.000000000000000
5000,750,2000,0.2655761241912842,0.1383769512176514,0.000000000000000
100,1000,2000,0.1340661048889160,6.5841674804687500E-003,0.000000000000000
250,1000,2000,0.1459710597991943,1.1451959609985352E-002,0.000000000000000
500,1000,2000,0.1526658535003662,1.9464015960693359E-002,0.000000000000000
750,1000,2000,0.1612949371337891,2.8257846832275391E-002,0.000000000000000
1000,1000,2000,0.1493859291076660,2.9610872268676758E-002,0.000000000000000
1500,1000,2000,0.1612291336059570,4.1894197463989258E-002,0.000000000000000
2000,1000,2000,0.1862580776214600,6.7369937896728516E-002,0.000000000000000
3000,1000,2000,0.2272160053253174,8.4084987640380859E-002,0.000000000000000
5000,1000,2000,0.3207900524139404,0.1719441413879395,0.000000000000000
100,1500,2000,0.1331000328063965,1.0030984878540039E-002,0.000000000000000
250,1500,2000,0.1281809806823730,1.8867969512939453E-002,0.000000000000000
500,1500,2000,0.1358280181884766,3.6715984344482422E-002,0.000000000000000
750,1500,2000,0.1456081867218018,4.6724081039428711E-002,0.000000000000000
1000,1500,2000,0.1502170562744141,6.7454099655151367E-002,0.000000000000000
1500,1500,2000,0.2031869888305664,9.6333026885986328E-002,0.000000000000000
2000,1500,2000,0.2497859001159668,0.1339330673217773,0.000000000000000
3000,1500,2000,0.3185279369354248,0.2008838653564453,0.000000000000000
5000,1500,2000,0.4776370525360107,0.3111910820007324,0.000000000000000
100,2000,2000,0.1248121261596680,8.9159011840820313E-003,0.000000000000000
250,2000,2000,0.1489582061767578,2.3434877395629883E-002,0.000000000000000
500,2000,2000,0.1574180126190186,3.9366006851196289E-002,0.000000000000000
750,2000,2000,0.1720669269561768,5.8145046234130859E-002,0.000000000000000
1000,2000,2000,0.1924760341644287,8.2377910614013672E-002,0.000000000000000
1500,2000,2000,0.2190501689910889,0.1191451549530029,0.000000000000000
2000,2000,2000,0.2496149539947510,0.1724839210510254,0.000000000000000
3000,2000,2000,0.2948479652404785,0.2254741191864014,0.000000000000000
5000,2000,2000,0.4067659378051758,0.3854329586029053,0.000000000000000
100,3000,2000,0.1232328414916992,1.8111944198608398E-002,0.000000000000000
250,3000,2000,0.1546838283538818,4.3393850326538086E-002,0.000000000000000
500,3000,2000,0.1581869125366211,7.8734874725341797E-002,0.000000000000000
750,3000,2000,0.1786470413208008,0.1081409454345703,0.000000000000000
1000,3000,2000,0.2292900085449219,0.1527421474456787,0.000000000000000
1500,3000,2000,0.3405361175537109,0.2249109745025635,0.000000000000000
2000,3000,2000,0.4041199684143066,0.3070418834686279,0.000000000000000
3000,3000,2000,0.5627820491790771,0.4310150146484375,0.000000000000000
5000,3000,2000,0.8930819034576416,0.7102420330047607,0.000000000000000
100,5000,2000,0.1269850730895996,3.0289173126220703E-002,0.000000000000000
250,5000,2000,0.1448769569396973,6.9940090179443359E-002,0.000000000000000
500,5000,2000,0.2058589458465576,0.1324372291564941,0.000000000000000
750,5000,2000,0.2900009155273438,0.2058060169219971,0.000000000000000
1000,5000,2000,0.3489179611206055,0.2754869461059570,0.000000000000000
1500,5000,2000,0.5034670829772949,0.3840880393981934,0.000000000000000
2000,5000,2000,0.6439571380615234,0.5114600658416748,0.000000000000000
3000,5000,2000,0.9520621299743652,0.7645239830017090,0.000000000000000
5000,5000,2000,1.546863794326782,1.279278993606567,0.000000000000000
100,100,3000,0.1206130981445313,2.9680728912353516E-003,0.000000000000000
250,100,3000,0.1095430850982666,4.0280818939208984E-003,0.000000000000000
500,100,3000,0.1016018390655518,7.0919990539550781E-003,0.000000000000000
750,100,3000,0.1036458015441895,1.1017084121704102E-002,0.000000000000000
1000,100,3000,0.1294910907745361,2.4255990982055664E-002,0.000000000000000
1500,100,3000,0.1504130363464355,3.9086103439331055E-002,0.000000000000000
2000,100,3000,0.1707489490509033,5.1719903945922852E-002,0.000000000000000
3000,100,3000,0.1364121437072754,4.2890071868896484E-002,0.000000000000000
5000,100,3000,0.1648828983306885,7.1081876754760742E-002,0.000000000000000
100,250,3000,0.1134691238403320,2.9370784759521484E-003,0.000000000000000
250,250,3000,0.1213870048522949,6.2241554260253906E-003,0.000000000000000
500,250,3000,0.1100318431854248,9.1259479522705078E-003,0.000000000000000
750,250,3000,0.1289160251617432,1.7525196075439453E-002,0.000000000000000
1000,250,3000,0.1533830165863037,3.0353069305419922E-002,0.000000000000000
1500,250,3000,0.1753089427947998,4.4973134994506836E-002,0.000000000000000
2000,250,3000,0.1895949840545654,5.9775114059448242E-002,0.000000000000000
3000,250,3000,0.2144758701324463,8.8513851165771484E-002,0.000000000000000
5000,250,3000,0.2283778190612793,0.1328978538513184,0.000000000000000
100,500,3000,0.1108119487762451,3.5290718078613281E-003,0.000000000000000
250,500,3000,0.1127331256866455,7.0769786834716797E-003,0.000000000000000
500,500,3000,0.1120951175689697,1.2603044509887695E-002,0.000000000000000
750,500,3000,0.1413700580596924,2.4201154708862305E-002,0.000000000000000
1000,500,3000,0.1482040882110596,2.8628826141357422E-002,0.000000000000000
1500,500,3000,0.1573951244354248,4.2111873626708984E-002,0.000000000000000
2000,500,3000,0.1400270462036133,4.6805143356323242E-002,0.000000000000000
3000,500,3000,0.1645240783691406,6.8622827529907227E-002,0.000000000000000
5000,500,3000,0.2717468738555908,0.1751508712768555,0.000000000000000
100,750,3000,0.1377589702606201,8.8579654693603516E-003,0.000000000000000
250,750,3000,0.1404490470886230,1.6988039016723633E-002,0.000000000000000
500,750,3000,0.1568260192871094,3.0379056930541992E-002,0.000000000000000
750,750,3000,0.1591441631317139,4.1227102279663086E-002,0.000000000000000
1000,750,3000,0.1711201667785645,5.5469989776611328E-002,0.000000000000000
1500,750,3000,0.1845810413360596,8.1985950469970703E-002,0.000000000000000
2000,750,3000,0.2111899852752686,0.1074419021606445,0.000000000000000
3000,750,3000,0.2037360668182373,0.1236710548400879,0.000000000000000
5000,750,3000,0.3631510734558105,0.2676379680633545,0.000000000000000
100,1000,3000,0.1242380142211914,9.7751617431640625E-003,0.000000000000000
250,1000,3000,0.1452240943908691,2.1499156951904297E-002,0.000000000000000
500,1000,3000,0.1205949783325195,3.0845165252685547E-002,0.000000000000000
750,1000,3000,0.1400458812713623,4.9813985824584961E-002,0.000000000000000
1000,1000,3000,0.1658840179443359,6.7766904830932617E-002,0.000000000000000
1500,1000,3000,0.1915400028228760,0.1115491390228271,0.000000000000000
2000,1000,3000,0.2489640712738037,0.1496820449829102,0.000000000000000
3000,1000,3000,0.2651171684265137,0.1758379936218262,0.000000000000000
5000,1000,3000,0.4663729667663574,0.3337528705596924,0.000000000000000
100,1500,3000,0.1390519142150879,1.3530969619750977E-002,0.000000000000000
250,1500,3000,0.1320049762725830,3.4144878387451172E-002,0.000000000000000
500,1500,3000,0.1648740768432617,6.5025806427001953E-002,0.000000000000000
750,1500,3000,0.1635601520538330,8.5844993591308594E-002,0.000000000000000
1000,1500,3000,0.2057211399078369,0.1268329620361328,0.000000000000000
1500,1500,3000,0.2771799564361572,0.1741399765014648,0.000000000000000
2000,1500,3000,0.3224658966064453,0.2287828922271729,0.000000000000000
3000,1500,3000,0.4358618259429932,0.3429780006408691,0.000000000000000
5000,1500,3000,0.6844601631164551,0.5379290580749512,0.000000000000000
100,2000,3000,0.1251389980316162,1.8956899642944336E-002,0.000000000000000
250,2000,3000,0.1338820457458496,3.9345026016235352E-002,0.000000000000000
500,2000,3000,0.1806879043579102,7.9626083374023438E-002,0.000000000000000
750,2000,3000,0.2073068618774414,0.1173629760742188,0.000000000000000
1000,2000,3000,0.2558360099792480,0.1534540653228760,0.000000000000000
1500,2000,3000,0.3437829017639160,0.2120718955993652,0.000000000000000
2000,2000,3000,0.3485519886016846,0.2719910144805908,0.000000000000000
3000,2000,3000,0.5418968200683594,0.4104349613189697,0.000000000000000
5000,2000,3000,0.8467068672180176,0.6747169494628906,0.000000000000000
100,3000,3000,0.1422760486602783,3.4288883209228516E-002,0.000000000000000
250,3000,3000,0.1646318435668945,7.1669101715087891E-002,0.000000000000000
500,3000,3000,0.2125630378723145,0.1309919357299805,0.000000000000000
750,3000,3000,0.2709488868713379,0.1880640983581543,0.000000000000000
1000,3000,3000,0.2979278564453125,0.2324440479278564,0.000000000000000
1500,3000,3000,0.4617569446563721,0.3514239788055420,0.000000000000000
2000,3000,3000,0.5454339981079102,0.4612350463867188,0.000000000000000
3000,3000,3000,0.8560881614685059,0.6948969364166260,0.000000000000000
5000,3000,3000,1.400836944580078,1.152884006500244,0.000000000000000
100,5000,3000,0.1425490379333496,4.9576997756958008E-002,0.000000000000000
250,5000,3000,0.1803939342498779,0.1075589656829834,0.000000000000000
500,5000,3000,0.2917728424072266,0.2184741497039795,0.000000000000000
750,5000,3000,0.3599269390106201,0.3045189380645752,0.000000000000000
1000,5000,3000,0.5063109397888184,0.4039621353149414,0.000000000000000
1500,5000,3000,0.7132239341735840,0.6053810119628906,0.000000000000000
2000,5000,3000,0.9664158821105957,0.8015630245208740,0.000000000000000
3000,5000,3000,1.401060104370117,1.203819036483765,0.000000000000000
5000,5000,3000,2.424392938613892,2.065910100936890,0.000000000000000
100,100,5000,0.1152358055114746,3.7868022918701172E-003,0.000000000000000
250,100,5000,0.1285648345947266,8.1119537353515625E-003,0.000000000000000
500,100,5000,0.1101660728454590,1.1787891387939453E-002,0.000000000000000
750,100,5000,0.1305971145629883,2.3878812789916992E-002,0.000000000000000
1000,100,5000,0.1411259174346924,3.3504009246826172E-002,0.000000000000000
1500,100,5000,0.1543569564819336,4.7481060028076172E-002,0.000000000000000
2000,100,5000,0.1943688392639160,8.5419893264770508E-002,0.000000000000000
3000,100,5000,0.2492089271545410,0.1288251876831055,0.000000000000000
5000,100,5000,0.2182700634002686,0.1195659637451172,0.000000000000000
100,250,5000,0.1240410804748535,5.5270195007324219E-003,0.000000000000000
250,250,5000,0.1455590724945068,1.3972043991088867E-002,0.000000000000000
500,250,5000,0.1565058231353760,2.0382165908813477E-002,0.000000000000000
750,250,5000,0.1623790264129639,4.0885925292968750E-002,0.000000000000000
1000,250,5000,0.1787068843841553,5.1443099975585938E-002,0.000000000000000
1500,250,5000,0.2024121284484863,7.9123020172119141E-002,0.000000000000000
2000,250,5000,0.2209069728851318,0.1033589839935303,0.000000000000000
3000,250,5000,0.1871061325073242,9.3574047088623047E-002,0.000000000000000
5000,250,5000,0.2364790439605713,0.1607389450073242,0.000000000000000
100,500,5000,0.1215031147003174,9.1450214385986328E-003,0.000000000000000
250,500,5000,0.1288549900054932,2.0250082015991211E-002,0.000000000000000
500,500,5000,0.1490519046783447,3.7811994552612305E-002,0.000000000000000
750,500,5000,0.1617889404296875,6.7001104354858398E-002,0.000000000000000
1000,500,5000,0.1840620040893555,8.7749004364013672E-002,0.000000000000000
1500,500,5000,0.2146868705749512,0.1314640045166016,0.000000000000000
2000,500,5000,0.2176980972290039,0.1503329277038574,0.000000000000000
3000,500,5000,0.2923879623413086,0.2204499244689941,0.000000000000000
5000,500,5000,0.4496970176696777,0.3984520435333252,0.000000000000000
100,750,5000,0.1171660423278809,1.4086961746215820E-002,0.000000000000000
250,750,5000,0.1298770904541016,3.1274080276489258E-002,0.000000000000000
500,750,5000,0.1585450172424316,6.5844058990478516E-002,0.000000000000000
750,750,5000,0.1528458595275879,9.4815969467163086E-002,0.000000000000000
1000,750,5000,0.1896998882293701,0.1283719539642334,0.000000000000000
1500,750,5000,0.2444081306457520,0.1930489540100098,0.000000000000000
2000,750,5000,0.2749090194702148,0.2167859077453613,0.000000000000000
3000,750,5000,0.3616838455200195,0.3485000133514404,0.000000000000000
5000,750,5000,0.6218800544738770,0.6146688461303711,0.000000000000000
100,1000,5000,0.1048820018768311,1.5799999237060547E-002,0.000000000000000
250,1000,5000,0.1124601364135742,3.5377025604248047E-002,0.000000000000000
500,1000,5000,0.1334340572357178,6.8336009979248047E-002,0.000000000000000
750,1000,5000,0.1657710075378418,0.1140320301055908,0.000000000000000
1000,1000,5000,0.2273211479187012,0.1414999961853027,0.000000000000000
1500,1000,5000,0.2774188518524170,0.2056748867034912,0.000000000000000
2000,1000,5000,0.3283488750457764,0.2660679817199707,0.000000000000000
3000,1000,5000,0.4703860282897949,0.3988728523254395,0.000000000000000
5000,1000,5000,0.6863090991973877,0.6549100875854492,0.000000000000000
100,1500,5000,0.1260440349578857,2.7228832244873047E-002,0.000000000000000
250,1500,5000,0.1162669658660889,5.4813146591186523E-002,0.000000000000000
500,1500,5000,0.1717009544372559,0.1186699867248535,0.000000000000000
750,1500,5000,0.2240159511566162,0.1658048629760742,0.000000000000000
1000,1500,5000,0.2790911197662354,0.2261009216308594,0.000000000000000
1500,1500,5000,0.3957159519195557,0.3118019104003906,0.000000000000000
2000,1500,5000,0.4862480163574219,0.4100821018218994,0.000000000000000
3000,1500,5000,0.7125160694122314,0.6116650104522705,0.000000000000000
5000,1500,5000,1.156812906265259,1.014961004257202,0.000000000000000
100,2000,5000,0.1432368755340576,3.6061048507690430E-002,0.000000000000000
250,2000,5000,0.1837329864501953,7.6093912124633789E-002,0.000000000000000
500,2000,5000,0.2063529491424561,0.1305189132690430,0.000000000000000
750,2000,5000,0.2774348258972168,0.1840169429779053,0.000000000000000
1000,2000,5000,0.3373610973358154,0.2490260601043701,0.000000000000000
1500,2000,5000,0.4865450859069824,0.3895969390869141,0.000000000000000
2000,2000,5000,0.5827779769897461,0.4809851646423340,0.000000000000000
3000,2000,5000,0.8739480972290039,0.7175779342651367,0.000000000000000
5000,2000,5000,1.473438024520874,1.190869092941284,0.000000000000000
100,3000,5000,0.1511490345001221,5.8635950088500977E-002,0.000000000000000
250,3000,5000,0.1519238948822021,0.1100759506225586,0.000000000000000
500,3000,5000,0.2435798645019531,0.2102339267730713,0.000000000000000
750,3000,5000,0.3614971637725830,0.3116888999938965,0.000000000000000
1000,3000,5000,0.5189800262451172,0.4225628376007080,0.000000000000000
1500,3000,5000,0.7099518775939941,0.6128659248352051,0.000000000000000
2000,3000,5000,0.9682390689849854,0.8130309581756592,0.000000000000000
3000,3000,5000,1.424134016036987,1.218725919723511,0.000000000000000
5000,3000,5000,2.378254175186157,2.061700105667114,0.000000000000000
100,5000,5000,0.1869251728057861,8.9462995529174805E-002,0.000000000000000
250,5000,5000,0.2448389530181885,0.1933131217956543,0.000000000000000
500,5000,5000,0.3834671974182129,0.3554210662841797,0.000000000000000
750,5000,5000,0.6066288948059082,0.5430569648742676,0.000000000000000
1000,5000,5000,0.8135299682617188,0.6960260868072510,0.000000000000000
1500,5000,5000,1.217599868774414,1.036364793777466,0.000000000000000
2000,5000,5000,1.582914113998413,1.372262954711914,0.000000000000000
3000,5000,5000,2.453496932983398,2.116599798202515,0.000000000000000
5000,5000,5000,4.071944952011108,3.492520809173584,0.000000000000000
