m,n,k,time_ext,time_int,max_error
3000,2000,1000,0.2180180549621582,9.0810060501098633E-002,0.000000000000000
5000,2000,1000,0.2918341159820557,0.1448621749877930,0.000000000000000
100,3000,1000,0.1054391860961914,5.6769847869873047E-003,0.000000000000000
250,3000,1000,0.1223030090332031,1.0310888290405273E-002,0.000000000000000
500,3000,1000,0.1577031612396240,2.1220922470092773E-002,0.000000000000000
750,3000,1000,0.1640391349792480,2.5727033615112305E-002,0.000000000000000
1000,3000,1000,0.1783699989318848,4.1584014892578125E-002,0.000000000000000
1500,3000,1000,0.1747329235076904,6.2110900878906250E-002,0.000000000000000
2000,3000,1000,0.2369980812072754,0.1052629947662354,0.000000000000000
3000,3000,1000,0.2815840244293213,0.1792080402374268,0.000000000000000
5000,3000,1000,0.3915321826934814,0.2951998710632324,0.000000000000000
100,5000,1000,0.1235759258270264,1.0318040847778320E-002,0.000000000000000
250,5000,1000,0.1384332180023193,1.6842842102050781E-002,0.000000000000000
500,5000,1000,0.1652669906616211,3.4082889556884766E-002,0.000000000000000
750,5000,1000,0.2133569717407227,7.0789813995361328E-002,0.000000000000000
1000,5000,1000,0.2256319522857666,8.7709188461303711E-002,0.000000000000000
1500,5000,1000,0.3016879558563232,0.1669919490814209,0.000000000000000
2000,5000,1000,0.3598251342773438,0.2262079715728760,0.000000000000000
3000,5000,1000,0.4697568416595459,0.3649940490722656,0.000000000000000
5000,5000,1000,0.6488270759582520,0.6100878715515137,0.000000000000000
100,100,1500,0.1159589290618896,1.6138553619384766E-003,0.000000000000000
250,100,1500,0.1068150997161865,2.4468898773193359E-003,0.000000000000000
500,100,1500,0.1123960018157959,5.4380893707275391E-003,0.000000000000000
750,100,1500,0.1235260963439941,9.3450546264648438E-003,0.000000000000000
1000,100,1500,0.1370871067047119,1.2562990188598633E-002,0.000000000000000
1500,100,1500,0.1345849037170410,1.3930082321166992E-002,0.000000000000000
2000,100,1500,0.1349530220031738,1.8004894256591797E-002,0.000000000000000
3000,100,1500,0.1448411941528320,2.7132987976074219E-002,0.000000000000000
5000,100,1500,0.1716148853302002,4.4324159622192383E-002,0.000000000000000
100,250,1500,0.1165220737457275,1.7080307006835938E-003,0.000000000000000
250,250,1500,0.1263639926910400,5.0199031829833984E-003,0.000000000000000
500,250,1500,0.1066138744354248,4.6019554138183594E-003,0.000000000000000
750,250,1500,0.1276180744171143,9.1419219970703125E-003,0.000000000000000
1000,250,1500,0.1385500431060791,1.0757923126220703E-002,0.000000000000000
1500,250,1500,0.1463239192962646,2.1319150924682617E-002,0.000000000000000
2000,250,1500,0.1455631256103516,2.2069931030273438E-002,0.000000000000000
3000,250,1500,0.1453130245208740,3.1080961227416992E-002,0.000000000000000
5000,250,1500,0.1962430477142334,6.8994998931884766E-002,0.000000000000000
100,500,1500,0.1269841194152832,2.4909973144531250E-003,0.000000000000000
250,500,1500,0.1311850547790527,4.1449069976806641E-003,0.000000000000000
500,500,1500,0.1210532188415527,7.3511600494384766E-003,0.000000000000000
750,500,1500,0.1381468772888184,1.3584852218627930E-002,0.000000000000000
1000,500,1500,0.1502718925476074,1.7664909362792969E-002,0.000000000000000
1500,500,1500,0.1510159969329834,2.0389080047607422E-002,0.000000000000000
2000,500,1500,0.1622591018676758,3.4755945205688477E-002,0.000000000000000
3000,500,1500,0.1565718650817871,3.9276123046875000E-002,0.000000000000000
5000,500,1500,0.2172689437866211,8.3191871643066406E-002,0.000000000000000
100,750,1500,0.1093719005584717,2.4180412292480469E-003,0.000000000000000
250,750,1500,0.1204299926757813,4.8999786376953125E-003,0.000000000000000
500,750,1500,0.1245901584625244,9.3050003051757813E-003,0.000000000000000
750,750,1500,0.1452357769012451,1.6016006469726563E-002,0.000000000000000
1000,750,1500,0.1548981666564941,2.0725011825561523E-002,0.000000000000000
1500,750,1500,0.1589820384979248,2.9807090759277344E-002,0.000000000000000
2000,750,1500,0.1711790561676025,3.9250135421752930E-002,0.000000000000000
3000,750,1500,0.1954278945922852,5.7834863662719727E-002,0.000000000000000
5000,750,1500,0.2349600791931152,9.7240924835205078E-002,0.000000000000000
100,1000,1500,0.1326181888580322,5.2361488342285156E-003,0.000000000000000
250,1000,1500,0.1338980197906494,8.3920955657958984E-003,0.000000000000000
500,1000,1500,0.1414010524749756,1.4374971389770508E-002,0.000000000000000
750,1000,1500,0.1524100303649902,1.9950866699218750E-002,0.000000000000000
1000,1000,1500,0.1544280052185059,2.6292800903320313E-002,0.000000000000000
1500,1000,1500,0.1681921482086182,3.8414001464843750E-002,0.000000000000000
2000,1000,1500,0.1788809299468994,4.9863100051879883E-002,0.000000000000000
3000,1000,1500,0.2053680419921875,7.7887058258056641E-002,0.000000000000000
5000,1000,1500,0.2583189010620117,0.1326401233673096,0.000000000000000
100,1500,1500,0.1366360187530518,7.0898532867431641E-003,0.000000000000000
250,1500,1500,0.1341271400451660,1.0569095611572266E-002,0.000000000000000
500,1500,1500,0.1481368541717529,1.7988920211791992E-002,0.000000000000000
750,1500,1500,0.1523230075836182,2.3787021636962891E-002,0.000000000000000
1000,1500,1500,0.1635649204254150,3.0900955200195313E-002,0.000000000000000
1500,1500,1500,0.1863880157470703,4.7719001770019531E-002,0.000000000000000
2000,1500,1500,0.2106847763061523,7.3812007904052734E-002,0.000000000000000
3000,1500,1500,0.2455139160156250,0.1278691291809082,0.000000000000000
5000,1500,1500,0.3297610282897949,0.2310709953308105,0.000000000000000
100,2000,1500,0.1325941085815430,9.9160671234130859E-003,0.000000000000000
250,2000,1500,0.1445651054382324,1.4799118041992188E-002,0.000000000000000
500,2000,1500,0.1511790752410889,2.5899171829223633E-002,0.000000000000000
750,2000,1500,0.1700220108032227,3.7245988845825195E-002,0.000000000000000
1000,2000,1500,0.1774070262908936,4.7328948974609375E-002,0.000000000000000
1500,2000,1500,0.2021069526672363,6.4465045928955078E-002,0.000000000000000
2000,2000,1500,0.2116360664367676,9.1888904571533203E-002,0.000000000000000
3000,2000,1500,0.2667889595031738,0.1272220611572266,0.000000000000000
5000,2000,1500,0.3110499382019043,0.1870470046997070,0.000000000000000
100,3000,1500,0.1208009719848633,9.8230838775634766E-003,0.000000000000000
250,3000,1500,0.1523649692535400,1.8794059753417969E-002,0.000000000000000
500,3000,1500,0.1796579360961914,3.1769037246704102E-002,0.000000000000000
750,3000,1500,0.2049551010131836,5.2488088607788086E-002,0.000000000000000
1000,3000,1500,0.2362549304962158,8.5704088211059570E-002,0.000000000000000
1500,3000,1500,0.2878661155700684,0.1415839195251465,0.000000000000000
2000,3000,1500,0.3392779827117920,0.1964161396026611,0.000000000000000
3000,3000,1500,0.4410748481750488,0.3280200958251953,0.000000000000000
5000,3000,1500,0.6237039566040039,0.5315279960632324,0.000000000000000
100,5000,1500,0.1132650375366211,1.3403892517089844E-002,0.000000000000000
250,5000,1500,0.1785900592803955,2.9514789581298828E-002,0.000000000000000
500,5000,1500,0.1869201660156250,6.0768842697143555E-002,0.000000000000000
750,5000,1500,0.2606041431427002,0.1136500835418701,0.000000000000000
1000,5000,1500,0.3251028060913086,0.1664519309997559,0.000000000000000
1500,5000,1500,0.3687119483947754,0.2637350559234619,0.000000000000000
2000,5000,1500,0.4964530467987061,0.3677210807800293,0.000000000000000
3000,5000,1500,0.6867289543151855,0.5805590152740479,0.000000000000000
5000,5000,1500,1.039504051208496,1.017717123031616,0.000000000000000
100,100,2000,9.7730875015258789E-002,1.3558864593505859E-003,0.000000000000000
250,100,2000,0.1194748878479004,4.1360855102539063E-003,0.000000000000000
500,100,2000,0.1367950439453125,1.0537147521972656E-002,0.000000000000000
750,100,2000,0.1274189949035645,9.1810226440429688E-003,0.000000000000000
1000,100,2000,0.1377191543579102,1.6278982162475586E-002,0.000000000000000
1500,100,2000,0.1536240577697754,2.4075984954833984E-002,0.000000000000000
2000,100,2000,0.1471459865570068,2.5270223617553711E-002,0.000000000000000
3000,100,2000,0.1464161872863770,2.7180910110473633E-002,0.000000000000000
5000,100,2000,0.1504299640655518,4.4775962829589844E-002,0.000000000000000
100,250,2000,0.1122429370880127,2.3040771484375000E-003,0.000000000000000
250,250,2000,0.1115200519561768,3.6158561706542969E-003,0.000000000000000
500,250,2000,0.1232280731201172,8.1009864807128906E-003,0.000000000000000
750,250,2000,0.1301441192626953,1.1032819747924805E-002,0.000000000000000
1000,250,2000,0.1406810283660889,1.8004894256591797E-002,0.000000000000000
1500,250,2000,0.1516890525817871,2.8316974639892578E-002,0.000000000000000
2000,250,2000,0.1594269275665283,2.8143882751464844E-002,0.000000000000000
3000,250,2000,0.1633641719818115,4.3051958084106445E-002,0.000000000000000
5000,250,2000,0.1854901313781738,7.2936058044433594E-002,0.000000000000000
100,500,2000,0.1316671371459961,4.5158863067626953E-003,0.000000000000000
250,500,2000,0.1155018806457520,4.5769214630126953E-003,0.000000000000000
500,500,2000,0.1062278747558594,7.9309940338134766E-003,0.000000000000000
750,500,2000,0.1328401565551758,1.4811992645263672E-002,0.000000000000000
1000,500,2000,0.1486289501190186,1.8035888671875000E-002,0.000000000000000
1500,500,2000,0.1218698024749756,2.1540164947509766E-002,0.000000000000000
2000,500,2000,0.1504671573638916,3.6165952682495117E-002,0.000000000000000
3000,500,2000,0.1984610557556152,6.6154956817626953E-002,0.000000000000000
5000,500,2000,0.2490489482879639,0.1096098423004150,0.000000000000000
100,750,2000,0.1357119083404541,5.1600933074951172E-003,0.000000000000000
250,750,2000,0.1352770328521729,8.3160400390625000E-003,0.000000000000000
500,750,2000,0.1470370292663574,1.4984846115112305E-002,0.000000000000000
750,750,2000,0.1547529697418213,2.1080970764160156E-002,0.000000000000000
1000,750,2000,0.1571300029754639,2.5489807128906250E-002,0.000000000000000
1500,750,2000,0.1603829860687256,3.9181947708129883E-002,0.000000000000000
2000,750,2000,0.1830351352691650,5.0961971282958984E-002,0.000000000000000
3000,750,2000,0.2119119167327881,7.6095104217529297E-002,0.000000000000000
5000,750,2000,0.2637810707092285,0.1315948963165283,0.000000000000000
100,1000,2000,0.1088941097259521,4.4658184051513672E-003,0.000000000000000
250,1000,2000,0.1217789649963379,8.8489055633544922E-003,0.000000000000000
500,1000,2000,0.1429219245910645,1.8560171127319336E-002,0.000000000000000
750,1000,2000,0.1557281017303467,2.6163101196289063E-002,0.000000000000000
1000,1000,2000,0.1680099964141846,3.4329175949096680E-002,0.000000000000000
1500,1000,2000,0.1814048290252686,4.9407005310058594E-002,0.000000000000000
2000,1000,2000,0.1975409984588623,6.6775083541870117E-002,0.000000000000000
3000,1000,2000,0.2345750331878662,0.1126091480255127,0.000000000000000
5000,1000,2000,0.3040339946746826,0.1936919689178467,0.000000000000000
100,1500,2000,0.1346480846405029,8.5577964782714844E-003,0.000000000000000
250,1500,2000,0.1446478366851807,1.3186931610107422E-002,0.000000000000000
500,1500,2000,0.1627359390258789,2.2615194320678711E-002,0.000000000000000
750,1500,2000,0.1789970397949219,3.2021999359130859E-002,0.000000000000000
1000,1500,2000,0.1920549869537354,4.4232130050659180E-002,0.000000000000000
1500,1500,2000,0.2343800067901611,8.3428144454956055E-002,0.000000000000000
2000,1500,2000,0.2702300548553467,0.1164588928222656,0.000000000000000
3000,1500,2000,0.3300900459289551,0.1931529045104980,0.000000000000000
5000,1500,2000,0.4606931209564209,0.3151149749755859,0.000000000000000
100,2000,2000,0.1182658672332764,9.5560550689697266E-003,0.000000000000000
250,2000,2000,0.1124310493469238,1.5063047409057617E-002,0.000000000000000
500,2000,2000,0.1488900184631348,3.0797958374023438E-002,0.000000000000000
750,2000,2000,0.1905519962310791,4.8207044601440430E-002,0.000000000000000
1000,2000,2000,0.2019231319427490,5.6458950042724609E-002,0.000000000000000
1500,2000,2000,0.2608070373535156,9.3465089797973633E-002,0.000000000000000
2000,2000,2000,0.2795369625091553,0.1231429576873779,0.000000000000000
3000,2000,2000,0.3631360530853271,0.1570370197296143,0.000000000000000
5000,2000,2000,0.4751989841461182,0.2622048854827881,0.000000000000000
100,3000,2000,0.1322100162506104,1.2135982513427734E-002,0.000000000000000
250,3000,2000,0.1610381603240967,2.5792121887207031E-002,0.000000000000000
500,3000,2000,0.1698710918426514,4.2142868041992188E-002,0.000000000000000
750,3000,2000,0.2263329029083252,9.2772006988525391E-002,0.000000000000000
1000,3000,2000,0.2841939926147461,0.1316888332366943,0.000000000000000
1500,3000,2000,0.3344728946685791,0.2039361000061035,0.000000000000000
2000,3000,2000,0.4317221641540527,0.2796688079833984,0.000000000000000
3000,3000,2000,0.5572619438171387,0.4448969364166260,0.000000000000000
5000,3000,2000,0.8063809871673584,0.7762460708618164,0.000000000000000
100,5000,2000,0.1588900089263916,2.6077985763549805E-002,0.000000000000000
250,5000,2000,0.2095749378204346,4.3672084808349609E-002,0.000000000000000
500,5000,2000,0.2597808837890625,0.1010091304779053,0.000000000000000
750,5000,2000,0.3300631046295166,0.1701579093933105,0.000000000000000
1000,5000,2000,0.3912460803985596,0.2314438819885254,0.000000000000000
1500,5000,2000,0.5101301670074463,0.3693439960479736,0.000000000000000
2000,5000,2000,0.6067931652069092,0.5207619667053223,0.000000000000000
3000,5000,2000,0.9250819683074951,0.8314960002899170,0.000000000000000
5000,5000,2000,1.418466091156006,1.430703878402710,0.000000000000000
100,100,3000,0.1143069267272949,2.9718875885009766E-003,0.000000000000000
250,100,3000,0.1261699199676514,5.7899951934814453E-003,0.000000000000000
500,100,3000,0.1193950176239014,1.3515949249267578E-002,0.000000000000000
750,100,3000,0.1418600082397461,1.8396139144897461E-002,0.000000000000000
1000,100,3000,0.1193068027496338,1.4008998870849609E-002,0.000000000000000
1500,100,3000,0.1185710430145264,2.0210027694702148E-002,0.000000000000000
2000,100,3000,0.1440699100494385,3.8308143615722656E-002,0.000000000000000
3000,100,3000,0.2035310268402100,7.3248863220214844E-002,0.000000000000000
5000,100,3000,0.1782650947570801,6.6691875457763672E-002,0.000000000000000
100,250,3000,0.1170768737792969,3.5450458526611328E-003,0.000000000000000
250,250,3000,0.1325440406799316,9.7610950469970703E-003,0.000000000000000
500,250,3000,0.1431198120117188,1.4491081237792969E-002,0.000000000000000
750,250,3000,0.1146700382232666,1.2723922729492188E-002,0.000000000000000
1000,250,3000,0.1361320018768311,2.0861864089965820E-002,0.000000000000000
1500,250,3000,0.1617579460144043,3.1127929687500000E-002,0.000000000000000
2000,250,3000,0.1807839870452881,5.0890922546386719E-002,0.000000000000000
3000,250,3000,0.2099819183349609,8.2123041152954102E-002,0.000000000000000
5000,250,3000,0.2727708816528320,0.1321079730987549,0.000000000000000
100,500,3000,0.1255700588226318,6.0369968414306641E-003,0.000000000000000
250,500,3000,0.1173279285430908,6.5190792083740234E-003,0.000000000000000
500,500,3000,0.1276509761810303,1.4906167984008789E-002,0.000000000000000
750,500,3000,0.1615841388702393,2.1946907043457031E-002,0.000000000000000
1000,500,3000,0.1228652000427246,2.2033929824829102E-002,0.000000000000000
1500,500,3000,0.1599118709564209,4.3421030044555664E-002,0.000000000000000
2000,500,3000,0.1523251533508301,4.2668104171752930E-002,0.000000000000000
3000,500,3000,0.2166650295257568,9.9920034408569336E-002,0.000000000000000
5000,500,3000,0.2199521064758301,0.1135571002960205,0.000000000000000
100,750,3000,0.1205730438232422,5.6450366973876953E-003,0.000000000000000
250,750,3000,0.1419360637664795,1.3340950012207031E-002,0.000000000000000
500,750,3000,0.1528320312500000,1.7132043838500977E-002,0.000000000000000
750,750,3000,0.1493840217590332,2.5086879730224609E-002,0.000000000000000
1000,750,3000,0.1641211509704590,3.5048007965087891E-002,0.000000000000000
1500,750,3000,0.2192471027374268,5.9283018112182617E-002,0.000000000000000
2000,750,3000,0.1876831054687500,5.2830934524536133E-002,0.000000000000000
3000,750,3000,0.2329249382019043,0.1316528320312500,0.000000000000000
5000,750,3000,0.3938310146331787,0.2044560909271240,0.000000000000000
100,1000,3000,0.1058518886566162,6.1180591583251953E-003,0.000000000000000
250,1000,3000,0.1295950412750244,1.2900829315185547E-002,0.000000000000000
500,1000,3000,0.1344339847564697,1.9363164901733398E-002,0.000000000000000
750,1000,3000,0.1683220863342285,3.6586999893188477E-002,0.000000000000000
1000,1000,3000,0.1956629753112793,5.0666809082031250E-002,0.000000000000000
1500,1000,3000,0.1937670707702637,6.7156076431274414E-002,0.000000000000000
2000,1000,3000,0.2458240985870361,0.1047050952911377,0.000000000000000
3000,1000,3000,0.3438510894775391,0.1983618736267090,0.000000000000000
5000,1000,3000,0.4861779212951660,0.2959220409393311,0.000000000000000
100,1500,3000,0.1273581981658936,1.0850191116333008E-002,0.000000000000000
250,1500,3000,0.1603441238403320,2.0390033721923828E-002,0.000000000000000
500,1500,3000,0.1916971206665039,3.3243179321289063E-002,0.000000000000000
750,1500,3000,0.1827700138092041,4.3151140213012695E-002,0.000000000000000
1000,1500,3000,0.2020070552825928,6.8018913269042969E-002,0.000000000000000
1500,1500,3000,0.2940011024475098,0.1543021202087402,0.000000000000000
2000,1500,3000,0.3591551780700684,0.1898291110992432,0.000000000000000
3000,1500,3000,0.4793040752410889,0.3190090656280518,0.000000000000000
5000,1500,3000,0.6364791393280029,0.5542640686035156,0.000000000000000
100,2000,3000,0.1096668243408203,1.2639045715332031E-002,0.000000000000000
250,2000,3000,0.1492791175842285,2.9587984085083008E-002,0.000000000000000
500,2000,3000,0.2102680206298828,5.7039022445678711E-002,0.000000000000000
750,2000,3000,0.2284049987792969,8.3005189895629883E-002,0.000000000000000
1000,2000,3000,0.2623069286346436,0.1309480667114258,0.000000000000000
1500,2000,3000,0.3547649383544922,0.2142250537872314,0.000000000000000
2000,2000,3000,0.3688380718231201,0.2584288120269775,0.000000000000000
3000,2000,3000,0.5229709148406982,0.4209721088409424,0.000000000000000
5000,2000,3000,0.8002569675445557,0.7253820896148682,0.000000000000000
100,3000,3000,0.1219451427459717,1.5924930572509766E-002,0.000000000000000
250,3000,3000,0.1763739585876465,3.0786037445068359E-002,0.000000000000000
500,3000,3000,0.2349081039428711,8.3003997802734375E-002,0.000000000000000
750,3000,3000,0.2959711551666260,0.1544599533081055,0.000000000000000
1000,3000,3000,0.3299651145935059,0.1984591484069824,0.000000000000000
1500,3000,3000,0.4410889148712158,0.3249969482421875,0.000000000000000
2000,3000,3000,0.5564668178558350,0.4513928890228271,0.000000000000000
3000,3000,3000,0.8292200565338135,0.7254130840301514,0.000000000000000
5000,3000,3000,1.262993812561035,1.264957189559937,0.000000000000000
100,5000,3000,0.1631109714508057,2.9314994812011719E-002,0.000000000000000
250,5000,3000,0.2445409297943115,7.3559999465942383E-002,0.000000000000000
500,5000,3000,0.3194308280944824,0.1600079536437988,0.000000000000000
750,5000,3000,0.4205780029296875,0.2676899433135986,0.000000000000000
1000,5000,3000,0.5154809951782227,0.3713169097900391,0.000000000000000
1500,5000,3000,0.6984229087829590,0.5985910892486572,0.000000000000000
2000,5000,3000,0.9204099178314209,0.8305878639221191,0.000000000000000
3000,5000,3000,1.298871040344238,1.301831960678101,0.000000000000000
5000,5000,3000,2.143345832824707,2.279800891876221,0.000000000000000
100,100,5000,0.1199002265930176,5.6500434875488281E-003,0.000000000000000
250,100,5000,0.1393530368804932,1.3554096221923828E-002,0.000000000000000
500,100,5000,0.1474897861480713,2.5712966918945313E-002,0.000000000000000
750,100,5000,0.1594460010528564,3.1809091567993164E-002,0.000000000000000
1000,100,5000,0.1687800884246826,4.0614128112792969E-002,0.000000000000000
1500,100,5000,0.1927938461303711,6.0507059097290039E-002,0.000000000000000
2000,100,5000,0.2126171588897705,8.0083847045898438E-002,0.000000000000000
3000,100,5000,0.1804969310760498,6.7803859710693359E-002,0.000000000000000
5000,100,5000,0.3144221305847168,0.1757550239562988,0.000000000000000
100,250,5000,0.1179280281066895,5.9919357299804688E-003,0.000000000000000
250,250,5000,0.1427049636840820,1.5988111495971680E-002,0.000000000000000
500,250,5000,0.1371591091156006,2.1916866302490234E-002,0.000000000000000
750,250,5000,0.1695308685302734,3.5748004913330078E-002,0.000000000000000
1000,250,5000,0.1823759078979492,4.6853065490722656E-002,0.000000000000000
1500,250,5000,0.2005329132080078,5.1285028457641602E-002,0.000000000000000
2000,250,5000,0.1907379627227783,6.8390846252441406E-002,0.000000000000000
3000,250,5000,0.2770760059356689,0.1352560520172119,0.000000000000000
5000,250,5000,0.2946271896362305,0.1346790790557861,0.000000000000000
100,500,5000,0.1214010715484619,7.7149868011474609E-003,0.000000000000000
250,500,5000,0.1196649074554443,1.0925054550170898E-002,0.000000000000000
500,500,5000,0.1519169807434082,2.3598909378051758E-002,0.000000000000000
750,500,5000,0.1519150733947754,2.7922153472900391E-002,0.000000000000000
1000,500,5000,0.1660361289978027,3.7491798400878906E-002,0.000000000000000
1500,500,5000,0.2243249416351318,7.8140974044799805E-002,0.000000000000000
2000,500,5000,0.2987999916076660,0.1181819438934326,0.000000000000000
3000,500,5000,0.3846809864044189,0.1714739799499512,0.000000000000000
5000,500,5000,0.4742460250854492,0.2560019493103027,0.000000000000000
100,750,5000,0.1275641918182373,8.6858272552490234E-003,0.000000000000000
250,750,5000,0.1593410968780518,2.0514011383056641E-002,0.000000000000000
500,750,5000,0.1621150970458984,2.4446964263916016E-002,0.000000000000000
750,750,5000,0.1984961032867432,4.7274112701416016E-002,0.000000000000000
1000,750,5000,0.2603139877319336,6.7503929138183594E-002,0.000000000000000
1500,750,5000,0.2579128742218018,8.5747003555297852E-002,0.000000000000000
2000,750,5000,0.3656311035156250,0.1665461063385010,0.000000000000000
3000,750,5000,0.4661610126495361,0.2374949455261230,0.000000000000000
5000,750,5000,0.6609921455383301,0.4336230754852295,0.000000000000000
100,1000,5000,0.1245508193969727,1.1795997619628906E-002,0.000000000000000
250,1000,5000,0.1578190326690674,2.6580095291137695E-002,0.000000000000000
500,1000,5000,0.1884958744049072,3.7125110626220703E-002,0.000000000000000
750,1000,5000,0.2450740337371826,6.8238019943237305E-002,0.000000000000000
1000,1000,5000,0.2342820167541504,7.8552007675170898E-002,0.000000000000000
1500,1000,5000,0.3294899463653564,0.1440689563751221,0.000000000000000
2000,1000,5000,0.3591980934143066,0.2020099163055420,0.000000000000000
3000,1000,5000,0.5109128952026367,0.3410949707031250,0.000000000000000
5000,1000,5000,0.7568800449371338,0.5940558910369873,0.000000000000000
100,1500,5000,0.1399748325347900,1.5106916427612305E-002,0.000000000000000
250,1500,5000,0.1940441131591797,3.4050941467285156E-002,0.000000000000000
500,1500,5000,0.2002270221710205,5.5362939834594727E-002,0.000000000000000
750,1500,5000,0.2512261867523193,0.1069929599761963,0.000000000000000
1000,1500,5000,0.3452310562133789,0.1789619922637939,0.000000000000000
1500,1500,5000,0.4661281108856201,0.2766091823577881,0.000000000000000
2000,1500,5000,0.5631599426269531,0.3839449882507324,0.000000000000000
3000,1500,5000,0.7300558090209961,0.6203539371490479,0.000000000000000
5000,1500,5000,1.117718935012817,1.072035074234009,0.000000000000000
100,2000,5000,0.1247258186340332,2.2376060485839844E-002,0.000000000000000
250,2000,5000,0.1659891605377197,4.0235996246337891E-002,0.000000000000000
500,2000,5000,0.2248051166534424,9.3897104263305664E-002,0.000000000000000
750,2000,5000,0.3136739730834961,0.1718368530273438,0.000000000000000
1000,2000,5000,0.3761560916900635,0.2440710067749023,0.000000000000000
1500,2000,5000,0.4924798011779785,0.3569068908691406,0.000000000000000
2000,2000,5000,0.5780489444732666,0.4880330562591553,0.000000000000000
3000,2000,5000,0.8146390914916992,0.7804930210113525,0.000000000000000
5000,2000,5000,1.308912038803101,1.325803995132446,0.000000000000000
100,3000,5000,0.1668109893798828,3.5006999969482422E-002,0.000000000000000
250,3000,5000,0.2299358844757080,7.0382118225097656E-002,0.000000000000000
500,3000,5000,0.3574640750885010,0.1693279743194580,0.000000000000000
750,3000,5000,0.4637460708618164,0.2714588642120361,0.000000000000000
1000,3000,5000,0.5059881210327148,0.3702251911163330,0.000000000000000
1500,3000,5000,0.7270498275756836,0.5994210243225098,0.000000000000000
2000,3000,5000,0.9413049221038818,0.8275339603424072,0.000000000000000
3000,3000,5000,1.321199178695679,1.308853149414063,0.000000000000000
5000,3000,5000,2.123955965042114,2.264837026596069,0.000000000000000
100,5000,5000,0.2114589214324951,4.9785852432250977E-002,0.000000000000000
250,5000,5000,0.3020660877227783,0.1243131160736084,0.000000000000000
500,5000,5000,0.4524071216583252,0.2900848388671875,0.000000000000000
750,5000,5000,0.6415801048278809,0.4827089309692383,0.000000000000000
1000,5000,5000,0.8393170833587646,0.6669750213623047,0.000000000000000
1500,5000,5000,1.169605970382690,1.049270153045654,0.000000000000000
2000,5000,5000,1.467696905136108,1.449001073837280,0.000000000000000
3000,5000,5000,2.167141914367676,2.322280883789063,0.000000000000000
5000,5000,5000,3.554267883300781,3.985921144485474,0.000000000000000
