m,n,k,time_nocollapse,time_collapse2,error_max
500,16384,2000,3.733850955963135,0.4968361854553223,0.000000000000000
500,16384,2500,4.577339172363281,0.6261188983917236,0.000000000000000
500,16384,3000,5.512514829635620,0.7606019973754883,0.000000000000000
500,16384,3500,6.414918899536133,0.8761851787567139,0.000000000000000
500,24576,100,0.4143750667572021,2.4402141571044922E-002,0.000000000000000
500,24576,250,0.7745211124420166,6.6387891769409180E-002,0.000000000000000
500,24576,500,1.488913059234619,0.1985089778900146,0.000000000000000
500,24576,750,2.142742156982422,0.3005878925323486,0.000000000000000
500,24576,1000,2.786261081695557,0.3997459411621094,0.000000000000000
500,24576,1500,4.180719852447510,0.5975911617279053,0.000000000000000
500,24576,2000,5.465916872024536,0.7949368953704834,0.000000000000000
500,24576,2500,6.806083917617798,1.001523971557617,0.000000000000000
500,24576,3000,8.148614168167114,1.195430994033813,0.000000000000000
500,24576,3500,9.510839223861694,1.390736818313599,0.000000000000000
500,32768,100,0.4676880836486816,3.7039041519165039E-002,0.000000000000000
500,32768,250,1.047229051589966,9.8170042037963867E-002,0.000000000000000
500,32768,500,1.943952083587646,0.2744290828704834,0.000000000000000
500,32768,750,2.791414976119995,0.4118828773498535,0.000000000000000
500,32768,1000,3.681465148925781,0.5496039390563965,0.000000000000000
500,32768,1500,5.501216173171997,0.8127560615539551,0.000000000000000
500,32768,2000,7.317418098449707,1.078680992126465,0.000000000000000
500,32768,2500,9.042079925537109,1.358273983001709,0.000000000000000
500,32768,3000,10.83505201339722,1.636082887649536,0.000000000000000
500,32768,3500,12.65475988388062,1.898644924163818,0.000000000000000
500,40960,100,0.6027951240539551,4.3024063110351563E-002,0.000000000000000
500,40960,250,1.225391864776611,0.1293189525604248,0.000000000000000
500,40960,500,2.364636898040771,0.3416850566864014,0.000000000000000
500,40960,750,3.460758924484253,0.5097630023956299,0.000000000000000
500,40960,1000,4.608072042465210,0.6684529781341553,0.000000000000000
500,40960,1500,6.806635141372681,0.9961690902709961,0.000000000000000
500,40960,2000,9.039651870727539,1.323228120803833,0.000000000000000
500,40960,2500,11.27226996421814,1.655272006988525,0.000000000000000
500,40960,3000,13.51094603538513,1.988611936569214,0.000000000000000
500,40960,3500,15.74593591690063,2.316148042678833,0.000000000000000
500,49152,100,0.7013678550720215,5.9382915496826172E-002,0.000000000000000
500,49152,250,1.453403949737549,0.2117230892181396,0.000000000000000
500,49152,500,2.814804077148438,0.4326629638671875,0.000000000000000
500,49152,750,4.133713006973267,0.6402370929718018,0.000000000000000
500,49152,1000,5.471807003021240,0.8443448543548584,0.000000000000000
500,49152,1500,8.153592109680176,1.248430013656616,0.000000000000000
500,49152,2000,10.83886194229126,1.651894092559814,0.000000000000000
500,49152,2500,13.59056401252747,2.054219007492065,0.000000000000000
500,49152,3000,16.18464684486389,2.450031995773315,0.000000000000000
500,49152,3500,18.86879086494446,2.850081920623779,0.000000000000000
500,57344,100,0.7919681072235107,7.1934938430786133E-002,0.000000000000000
500,57344,250,1.700190067291260,0.2361960411071777,0.000000000000000
500,57344,500,3.242730855941772,0.4921789169311523,0.000000000000000
500,57344,750,4.808123111724854,0.7215700149536133,0.000000000000000
500,57344,1000,6.370903968811035,0.9628801345825195,0.000000000000000
500,57344,1500,9.493731975555420,1.436693906784058,0.000000000000000
500,57344,2000,12.61807107925415,1.911262035369873,0.000000000000000
500,57344,2500,15.74349594116211,2.381140947341919,0.000000000000000
500,57344,3000,18.87899398803711,2.858620166778564,0.000000000000000
500,57344,3500,22.07060480117798,3.327303171157837,0.000000000000000
500,65536,100,0.8814861774444580,0.1003978252410889,0.000000000000000
500,65536,250,1.950664997100830,0.3104090690612793,0.000000000000000
500,65536,500,3.689929962158203,0.5829780101776123,0.000000000000000
500,65536,750,5.485008955001831,0.8622229099273682,0.000000000000000
500,65536,1000,7.340142965316772,1.124877929687500,0.000000000000000
500,65536,1500,10.84010887145996,1.665033817291260,0.000000000000000
500,65536,2000,14.41205191612244,2.216614007949829,0.000000000000000
500,65536,2500,17.97630000114441,2.739400148391724,0.000000000000000
500,65536,3000,21.54731178283691,3.272933006286621,0.000000000000000
500,65536,3500,25.13336706161499,3.834252119064331,0.000000000000000
500,73728,100,0.9833638668060303,0.1216192245483398,0.000000000000000
500,73728,250,2.136106014251709,0.3613109588623047,0.000000000000000
500,73728,500,4.165346860885620,0.6897220611572266,0.000000000000000
500,73728,750,6.153300046920776,1.020940065383911,0.000000000000000
500,73728,1000,8.230262041091919,1.315382003784180,0.000000000000000
500,73728,1500,12.17630696296692,1.947461843490601,0.000000000000000
500,73728,2000,16.20478010177612,2.576318979263306,0.000000000000000
500,73728,2500,20.21124291419983,3.171800851821899,0.000000000000000
500,73728,3000,24.22262310981750,3.782940149307251,0.000000000000000
500,73728,3500,28.24174594879150,4.410978078842163,0.000000000000000
500,81920,100,1.074207067489624,0.1148889064788818,0.000000000000000
500,81920,250,2.417449951171875,0.3841960430145264,0.000000000000000
500,81920,500,4.587254047393799,0.7212331295013428,0.000000000000000
500,81920,750,6.876521825790405,1.058947086334229,0.000000000000000
500,81920,1000,9.050113916397095,1.398072957992554,0.000000000000000
500,81920,1500,13.51561999320984,2.068326950073242,0.000000000000000
500,81920,2000,17.98281002044678,2.750284910202026,0.000000000000000
500,81920,2500,22.44515800476074,3.418239831924438,0.000000000000000
500,81920,3000,26.90143203735352,4.089858055114746,0.000000000000000
500,81920,3500,31.37601900100708,4.774780988693237,0.000000000000000
750,8192,100,0.1915259361267090,1.1839151382446289E-002,0.000000000000000
750,8192,250,0.3283560276031494,2.1116018295288086E-002,0.000000000000000
750,8192,500,0.5709929466247559,5.0523042678833008E-002,0.000000000000000
750,8192,750,0.8138728141784668,8.9648962020874023E-002,0.000000000000000
750,8192,1000,1.016550064086914,0.1342179775238037,0.000000000000000
750,8192,1500,1.448013067245483,0.2220938205718994,0.000000000000000
750,8192,2000,1.918158054351807,0.3429458141326904,0.000000000000000
750,8192,2500,2.398214817047119,0.4341270923614502,0.000000000000000
750,8192,3000,2.845248937606812,0.5196311473846436,0.000000000000000
750,8192,3500,3.303564786911011,0.6096138954162598,0.000000000000000
750,16384,100,0.2883138656616211,2.2639989852905273E-002,0.000000000000000
750,16384,250,0.5948138236999512,5.2278995513916016E-002,0.000000000000000
750,16384,500,1.043372154235840,0.1375720500946045,0.000000000000000
750,16384,750,1.451500177383423,0.2617590427398682,0.000000000000000
750,16384,1000,1.915656805038452,0.4592840671539307,0.000000000000000
750,16384,1500,2.812582969665527,0.6738359928131104,0.000000000000000
750,16384,2000,3.695741891860962,0.7152049541473389,0.000000000000000
750,16384,2500,4.646023988723755,1.081948995590210,0.000000000000000
750,16384,3000,5.516010046005249,1.073523998260498,0.000000000000000
750,16384,3500,6.419893026351929,1.264056921005249,0.000000000000000
750,24576,100,0.3976709842681885,4.6644926071166992E-002,0.000000000000000
750,24576,250,0.8213860988616943,0.1225190162658691,0.000000000000000
750,24576,500,1.508231878280640,0.2815711498260498,0.000000000000000
750,24576,750,2.179469108581543,0.4295868873596191,0.000000000000000
750,24576,1000,2.837311029434204,0.5694339275360107,0.000000000000000
750,24576,1500,4.185561895370483,0.8514399528503418,0.000000000000000
750,24576,2000,5.552905082702637,1.135010957717896,0.000000000000000
750,24576,2500,6.903280973434448,1.425771951675415,0.000000000000000
750,24576,3000,8.248538970947266,1.705659151077271,0.000000000000000
750,24576,3500,9.535084962844849,1.994473218917847,0.000000000000000
750,32768,100,0.5244989395141602,5.7367801666259766E-002,0.000000000000000
750,32768,250,1.055203914642334,0.1516599655151367,0.000000000000000
750,32768,500,1.933137893676758,0.3995800018310547,0.000000000000000
750,32768,750,2.833302974700928,0.5958809852600098,0.000000000000000
750,32768,1000,3.760915994644165,0.8051550388336182,0.000000000000000
750,32768,1500,5.558110952377319,1.184113025665283,0.000000000000000
750,32768,2000,7.354995012283325,1.606402158737183,0.000000000000000
750,32768,2500,9.089718818664551,1.966329813003540,0.000000000000000
750,32768,3000,10.88306093215942,2.366533041000366,0.000000000000000
750,32768,3500,12.69866204261780,2.787903070449829,0.000000000000000
750,40960,100,0.6805648803710938,7.8696012496948242E-002,0.000000000000000
750,40960,250,1.277287960052490,0.1938481330871582,0.000000000000000
750,40960,500,2.367630004882813,0.5033321380615234,0.000000000000000
750,40960,750,3.485095977783203,0.7307870388031006,0.000000000000000
750,40960,1000,4.636228084564209,1.194755077362061,0.000000000000000
750,40960,1500,6.844944953918457,1.438191175460815,0.000000000000000
750,40960,2000,9.088057994842529,1.903177976608276,0.000000000000000
750,40960,2500,11.39487004280090,2.380271911621094,0.000000000000000
750,40960,3000,13.65373396873474,3.376906871795654,0.000000000000000
750,40960,3500,15.81348919868469,3.339006900787354,0.000000000000000
750,49152,100,0.6627178192138672,0.1030240058898926,0.000000000000000
750,49152,250,1.503152847290039,0.2971158027648926,0.000000000000000
750,49152,500,2.843832969665527,0.6324310302734375,0.000000000000000
750,49152,750,4.200636863708496,1.208820819854736,0.000000000000000
750,49152,1000,5.586608886718750,1.272361040115356,0.000000000000000
750,49152,1500,8.226320028305054,2.167092084884644,0.000000000000000
750,49152,2000,10.88740491867065,2.363872051239014,0.000000000000000
750,49152,2500,13.57685804367065,2.948443889617920,0.000000000000000
750,49152,3000,16.28126382827759,3.517000913619995,0.000000000000000
750,49152,3500,19.03321790695190,4.783708095550537,0.000000000000000
750,57344,100,0.8131859302520752,0.1110219955444336,0.000000000000000
750,57344,250,1.749769926071167,0.3333511352539063,0.000000000000000
750,57344,500,3.272907972335815,0.7232301235198975,0.000000000000000
750,57344,750,4.870214939117432,1.074551105499268,0.000000000000000
750,57344,1000,6.425316095352173,1.385216951370239,0.000000000000000
750,57344,1500,9.542460918426514,2.079971075057983,0.000000000000000
750,57344,2000,12.75588178634644,2.772006034851074,0.000000000000000
750,57344,2500,15.82237505912781,3.432560920715332,0.000000000000000
750,57344,3000,18.96624183654785,4.124948978424072,0.000000000000000
750,57344,3500,22.10331201553345,4.809059858322144,0.000000000000000
750,65536,100,0.8525698184967041,0.1512300968170166,0.000000000000000
750,65536,250,1.984206914901733,0.4520161151885986,0.000000000000000
750,65536,500,3.756842851638794,0.8443839550018311,0.000000000000000
750,65536,750,5.513348102569580,1.237545967102051,0.000000000000000
750,65536,1000,7.304375171661377,1.618134021759033,0.000000000000000
750,65536,1500,10.89247894287109,2.401260852813721,0.000000000000000
750,65536,2000,14.48537802696228,3.173032999038696,0.000000000000000
750,65536,2500,18.06915807723999,3.959841012954712,0.000000000000000
750,65536,3000,21.65693187713623,4.744966983795166,0.000000000000000
750,65536,3500,25.25000500679016,5.545218944549561,0.000000000000000
750,73728,100,0.9450030326843262,0.1553120613098145,0.000000000000000
750,73728,250,2.153821945190430,0.5277268886566162,0.000000000000000
750,73728,500,4.173233985900879,0.9976768493652344,0.000000000000000
750,73728,750,6.191133975982666,1.450966835021973,0.000000000000000
750,73728,1000,8.209350109100342,1.884785175323486,0.000000000000000
750,73728,1500,12.24475097656250,2.768536090850830,0.000000000000000
750,73728,2000,16.28019618988037,3.646816968917847,0.000000000000000
750,73728,2500,20.32065105438232,4.553829908370972,0.000000000000000
750,73728,3000,24.35680818557739,5.418942928314209,0.000000000000000
750,73728,3500,28.39573192596436,6.306922912597656,0.000000000000000
750,81920,100,1.049240112304688,0.1733660697937012,0.000000000000000
750,81920,250,2.383000850677490,0.5702199935913086,0.000000000000000
750,81920,500,4.630078077316284,1.060986042022705,0.000000000000000
750,81920,750,6.872435092926025,1.537639856338501,0.000000000000000
750,81920,1000,9.159152030944824,2.027230978012085,0.000000000000000
750,81920,1500,13.59945702552795,2.992609024047852,0.000000000000000
750,81920,2000,18.14467000961304,4.435101032257080,0.000000000000000
750,81920,2500,22.55776286125183,4.906924962997437,0.000000000000000
750,81920,3000,27.04464197158813,5.893567085266113,0.000000000000000
750,81920,3500,31.52427506446838,6.845767021179199,0.000000000000000
1000,8192,100,0.1909530162811279,1.5145063400268555E-002,0.000000000000000
1000,8192,250,0.3521440029144287,3.5173177719116211E-002,0.000000000000000
1000,8192,500,0.5495851039886475,6.0638904571533203E-002,0.000000000000000
1000,8192,750,0.7959117889404297,0.1268050670623779,0.000000000000000
1000,8192,1000,1.026005983352661,0.1833629608154297,0.000000000000000
1000,8192,1500,1.445619821548462,0.2976210117340088,0.000000000000000
1000,8192,2000,1.937726020812988,0.4475817680358887,0.000000000000000
1000,8192,2500,2.339426040649414,0.5629811286926270,0.000000000000000
1000,8192,3000,2.787741899490356,0.6780109405517578,0.000000000000000
1000,8192,3500,3.288376092910767,0.8013758659362793,0.000000000000000
1000,16384,100,0.3266460895538330,3.3226013183593750E-002,0.000000000000000
1000,16384,250,0.5801029205322266,6.2504053115844727E-002,0.000000000000000
1000,16384,500,1.021550178527832,0.1915249824523926,0.000000000000000
1000,16384,750,1.494444131851196,0.3446381092071533,0.000000000000000
1000,16384,1000,1.895970821380615,0.4604430198669434,0.000000000000000
1000,16384,1500,2.816081047058105,0.7099030017852783,0.000000000000000
1000,16384,2000,3.713594913482666,0.9400839805603027,0.000000000000000
1000,16384,2500,4.581088066101074,1.186143159866333,0.000000000000000
1000,16384,3000,5.503732204437256,1.653459072113037,0.000000000000000
1000,16384,3500,6.367866039276123,1.651044845581055,0.000000000000000
1000,24576,100,0.4148440361022949,4.5715093612670898E-002,0.000000000000000
